CaseID,ActivityID,CompleteTimestamp
861,1,2011-01-14 02:03:47
861,1,2011-01-29 02:43:23
861,8,2011-01-29 02:43:29
861,8,2011-02-05 01:50:59
861,6,2011-02-05 01:52:44
862,1,2010-04-12 15:51:54
862,8,2010-05-04 17:14:26
862,6,2010-05-04 17:28:55
863,1,2011-10-14 20:26:39
863,8,2011-10-17 15:08:06
863,6,2011-10-17 20:08:53
864,1,2010-02-10 17:52:42
864,8,2010-02-22 18:06:59
864,9,2010-02-22 18:43:38
864,8,2010-03-10 17:17:55
864,6,2010-03-10 17:18:00
865,1,2011-01-11 23:41:04
865,8,2011-01-13 22:42:36
865,6,2011-01-13 22:44:09
866,1,2012-01-18 01:04:58
866,8,2012-01-18 22:40:33
866,6,2012-01-27 01:15:21
867,1,2011-10-04 16:52:18
867,1,2011-10-04 17:17:26
867,8,2011-10-04 18:13:00
867,6,2011-10-04 18:37:28
869,1,2011-02-04 20:43:37
869,8,2011-02-05 00:33:31
869,6,2011-02-09 18:23:02
870,1,2010-04-13 16:01:03
870,8,2010-05-12 21:41:21
870,6,2010-05-12 21:41:25
871,1,2010-12-13 18:04:49
871,8,2010-12-13 18:05:47
871,6,2010-12-14 01:43:00
872,1,2012-03-22 01:26:16
872,8,2012-03-22 01:26:28
872,6,2012-03-26 23:25:08
873,1,2010-11-08 22:54:27
873,8,2010-11-08 22:56:37
873,6,2010-11-08 22:59:37
874,1,2011-09-05 23:03:00
874,1,2011-09-06 23:55:56
874,1,2011-09-06 23:55:57
874,8,2011-09-19 18:48:25
874,6,2011-09-26 22:06:31
876,1,2012-08-06 16:21:37
876,8,2012-08-06 16:30:52
876,9,2012-08-08 23:35:23
876,6,2012-08-27 15:43:41
877,1,2012-05-24 17:42:53
877,8,2012-05-25 20:49:51
877,9,2012-05-25 20:55:45
877,6,2012-06-01 15:02:59
878,1,2011-11-22 19:21:43
878,8,2011-11-29 19:36:04
878,6,2011-12-14 00:25:11
879,1,2011-01-10 21:00:18
879,8,2011-01-15 01:34:23
879,6,2011-01-15 01:34:32
880,1,2012-04-05 22:35:31
880,8,2012-04-06 16:51:18
880,6,2012-04-11 17:12:13
882,1,2012-07-27 00:00:23
882,8,2012-07-27 18:24:17
882,6,2012-07-27 23:34:09
883,1,2012-04-16 16:52:21
883,8,2012-04-17 17:58:19
883,9,2012-04-18 22:58:19
883,8,2012-04-30 21:27:43
883,9,2012-04-30 21:28:49
883,6,2012-05-09 16:57:23
883,6,2012-05-09 16:57:26
884,1,2011-01-19 23:25:08
884,8,2011-01-21 19:59:39
884,6,2011-01-21 20:00:43
885,1,2011-11-18 00:46:20
885,6,2011-11-19 01:13:22
886,1,2012-06-11 20:58:53
886,8,2012-06-11 20:59:02
886,6,2012-06-13 15:47:21
887,1,2011-09-27 21:21:18
887,8,2011-09-29 20:21:29
887,9,2011-10-11 18:51:15
887,9,2011-10-11 23:30:30
887,6,2011-10-12 15:42:27
888,1,2012-07-20 18:07:01
888,8,2012-07-25 21:32:00
888,6,2012-07-25 22:29:33
889,1,2010-10-04 17:20:47
889,1,2010-10-04 17:21:28
889,8,2010-10-04 17:53:48
889,6,2010-10-06 18:38:21
890,1,2010-09-24 23:59:41
890,8,2010-09-27 15:01:43
890,9,2010-10-04 21:05:25
890,9,2010-10-07 17:33:55
890,8,2010-10-12 23:13:49
890,9,2010-10-12 23:14:00
890,8,2010-10-12 23:14:12
890,6,2010-10-12 23:15:24
891,1,2011-06-07 16:02:07
891,8,2011-06-07 16:02:22
891,6,2011-06-08 15:28:41
892,1,2012-04-17 22:32:30
892,8,2012-04-18 20:38:18
892,6,2012-04-20 23:29:20
893,1,2011-11-14 18:17:44
893,6,2011-11-14 18:57:23
895,1,2010-11-11 01:32:22
895,8,2010-11-11 17:40:24
895,6,2010-11-12 19:04:52
895,6,2010-11-12 19:34:49
895,8,2010-11-12 20:10:27
895,6,2010-11-23 20:22:41
896,1,2011-10-03 17:17:19
896,8,2011-10-04 21:04:17
896,6,2011-11-01 00:30:12
897,1,2012-03-16 22:08:31
897,8,2012-03-16 22:08:41
897,6,2012-03-16 22:43:24
898,1,2012-01-05 00:07:42
898,8,2012-01-05 01:58:40
898,9,2012-01-10 22:55:48
898,6,2012-01-11 19:55:24
899,1,2010-02-09 23:31:28
899,8,2010-02-09 23:31:46
899,2,2010-02-09 23:32:02
899,6,2010-03-23 01:18:31
899,8,2010-03-23 01:18:50
899,2,2010-03-23 01:18:56
899,6,2010-03-23 01:22:09
900,1,2011-02-28 22:17:29
900,8,2011-03-25 20:53:05
900,9,2011-03-25 20:55:12
900,8,2011-03-26 00:06:50
900,6,2011-03-26 00:07:01
901,1,2012-07-31 15:21:57
901,6,2012-08-02 23:24:42
901,6,2012-08-02 23:25:31
902,1,2011-09-28 23:48:22
902,8,2011-09-28 23:48:33
902,6,2011-09-30 20:18:02
903,3,2010-11-11 02:05:25
903,1,2010-11-11 17:03:32
903,8,2010-11-15 19:39:09
903,6,2010-11-15 19:40:28
904,1,2011-03-16 17:35:56
904,8,2011-03-16 17:36:41
904,6,2011-03-22 22:43:58
905,1,2011-07-19 21:08:41
905,1,2011-07-19 21:17:50
905,8,2011-07-19 22:54:43
905,6,2011-07-19 22:54:58
907,1,2010-09-27 23:32:23
907,8,2010-09-28 19:06:59
907,9,2010-10-29 18:46:07
907,8,2010-11-05 20:46:33
907,6,2010-11-05 20:46:45
908,1,2011-04-13 15:25:37
908,8,2011-04-13 15:26:34
908,6,2011-04-20 15:56:07
909,1,2012-02-06 18:17:46
909,8,2012-02-06 18:20:42
909,6,2012-02-06 18:53:59
910,1,2012-07-31 18:59:06
910,8,2012-07-31 20:08:38
910,6,2012-08-03 15:58:46
912,1,2010-12-11 01:41:58
912,1,2010-12-13 19:42:47
912,8,2010-12-15 19:42:06
912,6,2010-12-15 23:11:55
913,1,2010-11-11 22:50:41
913,8,2010-11-11 22:56:18
913,6,2010-11-13 00:39:09
914,1,2012-01-24 22:40:05
914,8,2012-01-24 22:51:17
914,6,2012-01-24 22:51:39
915,1,2011-01-04 19:00:58
915,8,2011-01-10 19:36:33
915,6,2011-01-11 17:45:19
916,1,2011-07-05 17:07:25
916,8,2011-07-05 17:07:41
916,6,2011-07-05 17:07:49
917,1,2010-09-07 18:15:00
917,8,2010-09-17 18:44:37
917,6,2010-09-17 18:57:30
918,1,2010-05-28 17:49:53
918,8,2010-06-01 17:30:41
918,6,2010-06-07 21:55:50
919,1,2010-08-17 22:06:32
919,8,2010-08-17 22:10:13
919,9,2010-09-06 16:30:24
919,8,2010-09-15 16:56:50
919,6,2010-09-15 16:57:03
920,1,2010-04-20 22:40:01
920,8,2010-04-30 23:53:17
920,6,2010-05-04 23:25:52
921,1,2010-04-09 15:55:35
921,8,2010-04-12 23:40:09
921,6,2010-05-10 18:53:25
922,1,2011-02-24 17:42:08
922,8,2011-02-24 23:49:17
922,9,2011-03-10 00:29:36
922,9,2011-03-15 20:44:33
922,8,2011-03-25 23:54:37
922,6,2011-03-25 23:54:47
923,1,2011-12-02 20:12:53
923,6,2011-12-02 23:23:34
923,6,2011-12-02 23:23:34
924,1,2010-07-21 21:02:01
924,8,2010-07-22 21:43:43
924,9,2010-07-22 21:44:15
924,8,2010-07-26 17:07:02
924,6,2010-07-26 17:32:30
925,1,2010-09-17 00:32:39
925,8,2010-09-17 00:32:56
925,6,2010-09-21 16:37:41
926,1,2010-09-03 16:51:50
926,8,2010-09-03 17:02:39
926,6,2010-09-03 18:55:39
927,1,2011-10-10 15:25:12
927,8,2011-10-10 15:32:43
927,6,2011-10-10 15:52:25
928,1,2011-02-14 23:15:17
928,8,2011-02-15 17:26:51
928,6,2011-03-08 01:52:38
929,1,2011-01-18 19:51:20
929,1,2011-01-21 20:48:06
929,8,2011-01-21 20:48:50
929,9,2011-01-25 18:52:16
929,8,2011-01-25 20:03:37
929,6,2011-01-25 20:03:46
931,1,2012-02-28 20:33:55
931,8,2012-02-29 02:09:58
931,6,2012-02-29 02:12:09
932,1,2012-02-16 20:01:24
932,6,2012-02-16 20:02:10
933,1,2011-01-12 23:31:23
933,1,2011-01-29 02:42:22
933,8,2011-01-29 02:42:28
933,6,2011-01-31 17:41:02
934,1,2012-06-12 22:00:09
934,8,2012-06-12 22:00:30
934,6,2012-06-14 18:59:12
934,6,2012-06-14 18:59:12
935,1,2010-04-22 22:44:36
935,8,2010-05-21 15:27:03
935,6,2010-05-26 00:25:45
936,1,2011-05-16 20:24:53
936,8,2011-05-16 20:25:23
936,9,2011-05-16 22:13:05
936,8,2011-05-17 20:35:23
936,6,2011-05-17 20:35:32
937,1,2012-06-27 15:44:09
937,8,2012-06-27 15:44:39
937,4,2012-07-10 18:43:02
937,6,2012-07-12 17:30:44
938,1,2012-07-26 15:12:09
938,8,2012-07-26 15:18:26
938,9,2012-07-27 15:10:11
938,6,2012-08-07 16:58:49
940,1,2010-03-03 20:38:08
940,8,2010-03-03 20:41:15
940,6,2010-03-03 20:49:35
941,1,2011-07-21 00:05:12
941,8,2011-07-25 21:11:06
941,9,2011-07-25 21:14:05
941,6,2011-08-19 22:18:03
942,1,2011-04-20 20:44:50
942,8,2011-04-20 20:55:31
942,6,2011-04-20 22:28:14
943,1,2011-11-18 22:37:44
943,8,2011-11-18 23:29:56
943,6,2011-11-18 23:41:05
944,1,2011-04-20 20:27:51
944,8,2011-04-20 20:28:05
944,8,2011-04-20 20:29:59
944,8,2011-04-26 15:37:26
944,9,2011-04-26 16:23:28
944,9,2011-04-26 20:37:56
944,8,2011-04-29 20:23:41
944,6,2011-04-29 20:27:24
945,1,2011-09-27 18:35:27
945,1,2011-09-27 19:02:40
945,8,2011-09-27 21:41:23
945,6,2011-09-28 23:45:10
946,1,2011-05-13 21:25:53
946,8,2011-05-13 21:27:33
946,6,2011-05-17 21:10:26
947,1,2011-10-07 21:29:32
947,1,2011-10-07 21:30:59
947,1,2011-10-07 21:30:59
947,8,2011-10-07 21:51:57
947,9,2011-10-25 20:12:56
947,6,2011-10-25 23:02:39
948,1,2010-10-19 21:43:32
948,9,2010-10-20 22:17:59
948,8,2010-10-21 00:05:24
948,9,2010-10-21 00:05:45
948,8,2010-10-21 21:51:06
948,6,2010-10-21 21:52:58
950,1,2012-04-20 15:39:02
950,8,2012-04-20 15:39:39
950,6,2012-04-23 18:07:48
952,1,2011-11-16 20:15:00
952,8,2011-11-19 00:08:39
952,9,2011-11-24 20:31:13
952,6,2011-12-13 23:50:21
953,1,2010-03-11 20:21:24
953,8,2010-03-11 20:21:40
953,6,2010-03-11 20:21:45
954,1,2012-08-02 17:02:49
954,8,2012-08-03 15:13:01
954,6,2012-08-03 15:15:43
955,1,2011-10-03 20:23:27
955,8,2011-10-04 21:03:28
955,6,2011-10-04 21:40:52
956,1,2011-02-22 00:20:50
956,8,2011-02-22 00:21:46
956,6,2011-03-08 20:13:06
957,1,2011-07-06 23:06:20
957,8,2011-07-06 23:06:38
957,6,2011-07-06 23:06:53
958,1,2012-02-14 00:14:30
958,8,2012-02-14 20:48:30
958,9,2012-02-22 17:53:28
958,8,2012-03-02 19:56:58
958,6,2012-03-02 22:52:02
960,1,2011-07-06 23:31:20
960,8,2011-07-19 16:01:01
960,6,2011-07-21 18:13:44
962,1,2012-09-28 23:42:27
962,8,2012-10-01 18:48:57
962,6,2012-10-17 20:49:01
965,1,2010-09-24 18:37:58
965,8,2010-09-28 18:27:26
965,9,2010-09-29 17:57:47
965,8,2010-10-01 17:01:24
965,6,2010-10-01 17:54:21
966,1,2010-11-04 17:30:46
966,8,2010-11-08 19:57:14
966,9,2010-11-08 19:57:35
966,8,2010-11-22 23:44:53
966,6,2010-11-22 23:45:04
967,1,2012-06-29 18:59:16
967,8,2012-07-02 19:00:50
967,6,2012-07-02 21:18:10
968,1,2012-05-14 22:48:40
968,8,2012-05-14 22:49:06
968,6,2012-05-15 15:34:15
969,1,2011-10-11 23:52:13
969,1,2011-10-11 23:59:18
969,8,2011-10-14 15:30:59
969,6,2011-10-14 18:13:37
970,1,2012-05-08 19:00:01
970,8,2012-05-10 23:53:22
970,6,2012-05-10 23:55:29
971,3,2010-06-30 16:22:51
971,1,2010-06-30 16:23:17
971,8,2010-06-30 16:23:25
971,6,2010-07-08 00:33:55
972,1,2012-07-25 23:38:49
972,8,2012-07-26 16:16:10
972,6,2012-07-30 20:07:10
973,1,2010-08-02 23:40:51
973,1,2010-08-03 19:10:25
973,8,2010-08-03 19:10:37
973,6,2010-08-06 20:58:44
973,8,2010-08-23 16:54:24
973,9,2010-08-27 23:04:37
973,8,2010-09-16 21:57:16
973,6,2010-09-16 21:57:32
974,1,2011-01-06 01:37:24
974,1,2011-01-18 01:17:14
974,8,2011-01-18 01:17:19
974,6,2011-01-28 19:34:14
975,1,2012-03-05 19:14:32
975,8,2012-03-05 22:29:12
975,6,2012-03-06 01:52:14
975,6,2012-03-06 01:52:15
976,1,2012-01-12 00:45:36
976,8,2012-01-12 23:17:06
976,6,2012-01-13 17:25:55
977,1,2010-09-24 22:36:43
977,8,2010-09-24 22:36:57
977,9,2010-09-24 22:59:26
977,8,2010-10-20 22:53:10
977,6,2010-10-22 19:02:38
978,1,2011-10-05 23:20:09
978,1,2011-10-05 23:23:42
978,8,2011-10-05 23:24:50
978,6,2011-10-06 16:10:06
981,1,2012-07-10 18:42:30
981,8,2012-07-10 18:42:39
981,6,2012-07-12 16:25:33
981,6,2012-07-12 16:25:34
982,1,2011-11-11 19:56:00
982,8,2011-11-11 20:16:00
982,6,2011-11-11 20:34:23
983,1,2012-03-08 20:10:56
983,6,2012-03-08 20:11:48
985,1,2010-08-25 15:23:31
985,8,2010-08-25 18:54:48
985,6,2010-08-25 18:56:21
987,1,2010-04-19 20:49:41
987,8,2010-04-21 17:03:49
987,6,2010-04-21 20:29:17
987,8,2010-04-21 22:21:45
987,6,2010-04-22 16:03:28
990,1,2012-06-18 18:46:34
990,8,2012-06-19 15:27:20
990,6,2012-06-20 16:09:59
991,1,2011-05-13 20:28:23
991,8,2011-05-13 20:29:05
991,9,2011-05-18 15:02:46
991,8,2011-06-07 15:36:50
991,6,2011-06-07 15:36:56
992,1,2010-08-11 20:32:48
992,8,2010-09-02 16:04:35
992,6,2010-09-02 16:05:33
993,1,2011-03-14 20:11:23
993,8,2011-03-14 20:15:18
993,9,2011-03-28 16:41:55
993,8,2011-03-30 18:22:37
993,6,2011-03-30 18:22:49
994,1,2011-02-08 01:49:00
994,8,2011-02-09 01:04:33
994,6,2011-02-18 23:37:11
995,1,2011-05-25 16:48:31
995,8,2011-05-25 16:49:01
995,9,2011-05-26 17:53:17
995,8,2011-07-01 16:04:12
995,6,2011-07-01 16:14:34
996,1,2010-12-23 22:51:43
996,8,2010-12-27 17:09:54
996,6,2011-01-14 18:31:54
997,1,2011-11-18 22:35:12
997,8,2011-11-21 22:25:49
997,6,2011-11-29 00:39:07
1000,1,2010-01-21 17:53:28
1000,1,2010-01-21 17:53:34
1000,8,2010-01-21 17:53:40
1000,6,2010-01-26 23:06:53
1002,1,2010-08-25 18:36:10
1002,8,2010-08-27 15:34:45
1002,6,2010-08-27 16:42:25
1003,1,2010-12-23 20:23:52
1003,8,2011-01-11 16:55:50
1003,6,2011-01-20 19:59:03
1004,1,2011-09-21 15:09:20
1004,8,2011-09-26 16:52:05
1004,6,2011-09-27 18:29:02
1005,1,2010-12-22 17:35:14
1005,8,2010-12-22 17:49:10
1005,6,2011-01-13 23:26:36
1006,1,2010-01-22 20:09:40
1006,8,2010-01-22 20:09:51
1006,6,2010-01-22 20:09:59
1008,1,2011-10-25 22:35:19
1008,8,2011-10-26 15:19:46
1008,6,2011-11-03 18:37:15
1009,1,2012-05-18 20:11:25
1009,8,2012-05-18 22:23:17
1009,9,2012-05-18 23:07:29
1009,6,2012-05-22 15:53:06
1011,3,2011-09-06 23:37:27
1011,1,2011-09-06 23:44:32
1011,8,2011-09-06 23:44:54
1011,6,2011-09-06 23:55:58
1012,1,2010-05-25 23:14:28
1012,8,2010-05-28 23:38:09
1012,6,2010-05-28 23:38:45
1013,1,2011-12-01 01:32:54
1013,6,2011-12-13 01:50:49
1014,1,2010-12-28 19:41:06
1014,8,2010-12-30 17:50:44
1014,9,2010-12-30 17:51:13
1014,8,2011-01-14 01:53:03
1014,6,2011-01-14 01:55:17
1015,1,2012-02-10 23:44:10
1015,8,2012-02-11 00:48:04
1015,6,2012-02-15 20:07:17
1016,1,2011-04-13 15:43:01
1016,8,2011-04-13 15:45:30
1016,6,2011-04-13 22:57:33
1017,1,2012-09-07 20:24:46
1017,8,2012-09-10 17:51:17
1017,9,2012-09-17 17:56:36
1017,6,2012-10-02 15:03:02
1017,6,2012-10-02 15:03:22
1018,1,2010-09-16 17:03:22
1018,8,2010-09-16 17:48:31
1018,6,2010-09-21 16:24:19
1020,1,2012-05-15 16:09:38
1020,8,2012-05-15 16:09:57
1020,9,2012-05-28 23:21:32
1020,6,2012-06-04 18:49:46
1021,1,2010-05-18 22:59:36
1021,8,2010-05-19 16:08:06
1021,6,2010-05-20 18:17:39
1022,1,2012-01-06 01:55:40
1022,1,2012-01-06 01:55:53
1022,8,2012-01-11 20:59:45
1022,6,2012-01-12 19:39:39
1024,1,2011-07-14 15:22:19
1024,1,2011-07-15 18:40:41
1024,8,2011-07-15 20:44:17
1024,6,2011-07-18 16:33:09
1025,1,2011-03-18 18:41:58
1025,8,2011-03-18 18:42:34
1025,9,2011-03-25 23:24:59
1025,8,2011-04-20 23:42:11
1025,6,2011-04-20 23:42:20
1028,1,2010-12-28 17:31:42
1028,8,2011-01-14 19:45:45
1028,6,2011-01-14 19:46:06
1029,1,2012-05-09 17:25:28
1029,8,2012-05-09 21:22:38
1029,6,2012-05-09 21:40:52
1030,1,2010-02-04 18:40:52
1030,1,2010-02-04 18:41:05
1030,8,2010-02-04 18:41:23
1030,2,2010-02-04 18:41:33
1030,6,2010-02-22 23:05:31
1031,1,2011-02-24 22:41:36
1031,8,2011-02-24 22:41:54
1031,9,2011-03-08 01:53:23
1031,8,2011-03-25 18:53:46
1031,6,2011-03-25 18:54:11
1032,1,2012-04-11 23:07:25
1032,8,2012-04-11 23:07:34
1032,9,2012-04-17 20:29:31
1032,6,2012-05-15 20:31:57
1033,1,2011-11-10 17:25:05
1033,8,2011-11-18 20:29:26
1033,9,2011-11-24 01:07:21
1033,6,2011-12-12 18:40:33
1034,1,2011-12-13 17:22:23
1034,8,2011-12-13 17:27:18
1034,6,2011-12-13 20:50:30
1035,1,2010-12-20 22:19:58
1035,1,2010-12-21 01:42:41
1035,8,2010-12-21 01:42:50
1035,9,2010-12-21 17:59:57
1035,8,2010-12-23 01:57:41
1035,6,2010-12-23 01:58:03
1036,1,2012-05-29 23:38:19
1036,8,2012-05-29 23:38:27
1036,9,2012-05-30 22:35:37
1036,8,2012-05-30 23:32:51
1036,6,2012-06-01 20:40:27
1037,1,2011-10-24 18:11:15
1037,8,2011-10-24 18:19:04
1037,6,2011-10-24 19:02:57
1038,1,2012-07-24 23:29:40
1038,8,2012-07-25 21:33:25
1038,6,2012-07-25 21:53:33
1039,1,2012-06-28 18:14:33
1039,8,2012-06-28 18:55:42
1039,6,2012-06-29 22:35:15
1040,1,2012-02-20 17:07:43
1040,8,2012-02-20 17:07:57
1040,6,2012-02-22 01:35:15
1041,1,2012-05-02 18:44:47
1041,8,2012-05-02 18:44:54
1041,6,2012-05-08 16:37:30
1042,1,2012-05-23 16:22:52
1042,8,2012-05-23 18:07:38
1042,6,2012-05-23 22:24:29
1044,1,2010-05-13 22:45:13
1044,8,2010-05-18 00:21:00
1044,6,2010-05-18 01:10:24
1044,8,2010-05-18 16:21:15
1044,9,2010-05-18 16:44:56
1044,8,2010-05-18 17:26:17
1044,6,2010-05-18 17:28:09
1045,1,2011-06-24 18:10:25
1045,8,2011-06-27 21:36:12
1045,6,2011-06-27 21:37:30
1046,1,2012-04-02 16:42:04
1046,8,2012-04-02 16:42:15
1046,6,2012-04-02 18:12:04
1047,1,2011-07-14 18:17:31
1047,1,2011-07-15 15:34:30
1047,8,2011-07-15 17:49:56
1047,9,2011-07-15 17:51:05
1047,6,2011-07-15 21:18:05
1048,1,2010-12-13 19:53:33
1048,8,2010-12-13 19:53:45
1048,9,2010-12-13 19:54:14
1048,8,2010-12-30 17:41:02
1048,6,2010-12-30 17:41:14
1049,1,2012-02-09 23:14:35
1049,8,2012-02-09 23:15:26
1049,6,2012-02-15 01:45:38
1049,6,2012-02-15 01:45:38
1050,1,2011-05-12 16:27:06
1050,8,2011-05-12 16:27:37
1050,9,2011-05-13 18:46:18
1050,8,2011-05-20 15:05:57
1050,6,2011-05-20 15:06:09
1050,8,2011-06-07 17:09:31
1050,9,2011-06-08 16:09:20
1050,8,2011-06-08 20:44:40
1050,6,2011-06-08 20:44:48
1051,1,2010-12-27 17:06:01
1051,8,2010-12-27 23:46:09
1051,6,2011-01-18 20:26:09
1052,1,2011-02-03 23:26:08
1052,8,2011-02-04 01:19:25
1052,6,2011-02-04 01:20:49
1053,1,2011-06-30 22:53:16
1053,1,2011-06-30 22:53:32
1053,8,2011-07-05 22:22:24
1053,9,2011-07-05 22:26:48
1053,6,2011-07-20 21:19:43
1055,1,2012-01-24 00:13:31
1055,8,2012-01-24 01:49:47
1055,6,2012-01-24 23:19:03
1056,1,2012-06-06 20:08:26
1056,8,2012-06-06 20:08:43
1056,6,2012-06-06 23:16:31
1058,1,2012-06-28 20:24:41
1058,8,2012-06-28 20:25:05
1058,9,2012-07-13 21:26:12
1058,6,2012-07-18 23:43:16
1059,1,2012-01-09 16:53:54
1059,8,2012-01-09 18:30:45
1059,6,2012-01-09 19:31:05
1060,1,2011-09-02 21:25:55
1060,8,2011-09-14 21:30:44
1060,6,2011-09-19 21:56:27
1061,1,2011-06-21 16:55:05
1061,1,2011-06-21 16:55:21
1061,8,2011-06-27 17:24:28
1061,9,2011-07-20 21:14:44
1061,6,2011-07-28 17:26:55
1062,8,2012-01-12 01:46:12
1062,9,2012-01-12 22:49:28
1062,6,2012-02-08 00:06:45
1063,1,2012-07-11 22:48:16
1063,8,2012-07-11 22:48:28
1063,6,2012-07-11 23:24:11
1064,1,2012-05-21 23:39:11
1064,8,2012-05-22 15:34:16
1064,6,2012-05-29 15:08:42
1065,1,2011-08-22 22:39:21
1065,6,2011-08-25 20:58:59
1066,1,2012-05-24 17:32:06
1066,8,2012-05-25 17:42:28
1066,6,2012-05-25 20:30:22
1067,1,2012-02-14 19:34:26
1067,8,2012-02-14 20:48:20
1067,6,2012-02-16 20:40:57
1068,1,2012-05-15 16:49:37
1068,8,2012-05-18 20:33:18
1068,6,2012-05-21 21:18:53
1069,1,2011-06-21 22:09:39
1069,8,2011-06-21 22:10:08
1069,6,2011-06-21 22:10:56
1071,1,2011-05-18 17:38:14
1071,8,2011-05-18 17:38:35
1071,6,2011-05-23 18:35:13
1072,1,2012-07-17 18:43:08
1072,1,2012-07-18 22:58:04
1072,8,2012-07-18 22:58:17
1072,6,2012-07-20 21:17:21
1073,1,2011-12-30 17:47:19
1073,8,2012-01-02 17:40:49
1073,6,2012-01-02 18:45:20
1074,1,2011-10-28 18:45:32
1074,8,2011-11-03 01:41:16
1074,9,2011-11-10 23:21:37
1074,6,2011-11-17 22:49:37
1075,1,2012-08-07 18:01:46
1075,8,2012-08-23 15:05:34
1075,6,2012-09-05 16:54:11
1076,1,2012-04-24 23:48:55
1076,8,2012-04-30 22:02:06
1076,9,2012-05-08 17:17:42
1076,6,2012-05-15 20:31:15
1077,1,2010-09-01 23:21:14
1077,1,2010-09-02 15:28:41
1077,8,2010-09-09 18:02:08
1077,6,2010-09-09 18:18:11
1078,1,2011-02-09 20:06:02
1078,8,2011-02-09 20:08:31
1078,6,2011-02-09 23:12:01
1078,6,2011-02-09 23:12:02
1080,3,2010-06-09 18:33:30
1080,1,2010-06-09 18:33:39
1080,8,2010-06-09 18:34:14
1080,9,2010-06-09 18:50:30
1080,8,2010-06-30 23:52:44
1080,6,2010-06-30 23:54:13
1081,1,2011-11-14 19:15:37
1081,8,2011-11-17 01:08:22
1081,9,2011-11-17 17:31:09
1081,6,2011-11-23 01:37:07
1082,1,2011-08-22 17:38:09
1082,8,2011-08-29 16:23:11
1082,6,2011-09-19 21:03:33
1083,1,2012-02-29 01:02:22
1083,1,2012-02-29 01:02:42
1083,8,2012-02-29 01:55:56
1083,6,2012-02-29 01:56:41
1084,1,2012-04-24 16:13:17
1084,8,2012-05-23 23:46:12
1084,6,2012-05-30 15:20:16
1085,1,2010-09-30 17:29:04
1085,8,2010-10-04 16:40:12
1085,7,2010-10-04 16:41:36
1085,8,2010-10-05 15:33:37
1085,9,2010-10-05 15:34:10
1085,8,2010-10-05 15:34:51
1085,6,2010-10-05 15:34:59
1086,1,2012-07-24 15:42:04
1086,8,2012-07-24 15:43:06
1086,6,2012-07-30 17:52:47
1089,1,2011-03-10 23:37:52
1089,8,2011-03-10 23:38:31
1089,9,2011-03-10 23:44:28
1089,8,2011-03-30 18:26:44
1089,6,2011-03-30 18:26:55
1090,1,2012-05-28 22:40:01
1090,8,2012-05-30 18:47:50
1090,6,2012-05-30 22:02:45
1090,6,2012-05-30 22:02:45
1091,8,2011-11-22 20:03:51
1091,9,2011-11-23 19:43:12
1091,6,2011-12-02 22:30:54
1092,1,2012-07-12 21:22:39
1092,6,2012-07-12 21:58:17
1093,1,2012-01-14 01:27:38
1093,6,2012-01-14 01:34:53
1094,1,2012-06-13 15:45:34
1094,8,2012-06-13 18:27:30
1094,6,2012-06-18 22:50:52
1095,1,2011-09-26 23:01:58
1095,1,2011-09-28 23:28:26
1095,6,2011-09-28 23:28:35
1097,1,2010-04-08 21:02:28
1097,8,2010-04-08 21:02:52
1097,2,2010-04-09 17:34:14
1097,6,2010-05-03 23:25:42
1097,8,2010-05-06 15:41:12
1097,6,2010-05-06 21:36:31
1098,1,2011-07-08 21:48:51
1098,1,2011-07-14 00:01:04
1098,8,2011-07-14 00:01:28
1098,6,2011-07-21 23:51:24
1099,1,2010-06-23 23:01:22
1099,8,2010-06-28 19:07:41
1099,6,2010-06-28 19:08:00
1100,1,2010-10-22 20:35:14
1100,8,2010-10-22 20:40:36
1100,9,2010-10-26 18:16:18
1100,8,2010-11-05 23:10:58
1100,6,2010-11-05 23:11:21
1101,1,2012-08-02 17:12:34
1101,8,2012-08-02 17:14:39
1101,6,2012-08-10 22:50:38
1102,1,2012-07-31 21:05:19
1102,8,2012-07-31 23:14:45
1102,6,2012-08-07 18:53:38
1102,6,2012-08-07 18:53:39
1103,1,2012-07-26 18:09:20
1103,8,2012-07-26 18:22:56
1103,6,2012-07-27 16:54:16
1105,1,2011-10-18 20:06:24
1105,1,2011-10-18 21:17:30
1105,1,2011-10-18 21:17:31
1105,8,2011-10-20 15:45:22
1105,6,2011-10-20 16:14:31
1105,6,2011-10-20 16:14:31
1106,1,2012-07-18 16:23:30
1106,8,2012-07-18 16:23:42
1106,6,2012-07-18 20:24:11
1107,1,2011-10-13 15:17:13
1107,8,2011-10-14 20:41:30
1107,6,2011-10-14 21:22:09
1108,1,2011-03-01 17:24:41
1108,8,2011-03-01 17:25:14
1108,6,2011-03-01 20:29:13
1112,1,2012-07-31 22:43:10
1112,8,2012-08-02 16:22:59
1112,9,2012-08-14 18:57:41
1112,9,2012-08-22 23:06:48
1112,6,2012-09-06 22:38:27
1114,1,2011-05-25 17:38:13
1114,8,2011-05-25 17:38:37
1114,9,2011-05-26 16:43:14
1114,8,2011-06-01 17:54:03
1114,8,2011-06-07 15:44:55
1114,9,2011-06-07 18:32:28
1114,8,2011-06-07 22:24:59
1114,9,2011-06-07 22:28:58
1114,8,2011-06-22 21:01:13
1114,6,2011-06-22 21:02:19
1115,1,2012-02-28 19:47:09
